Plasmids	locus_tag(Term)	protein_id(Term)	E-value_1(Term)	E-value_2(Term)	locus_tag(TMP)	protein_id(TMP)	E-value_1(TMP)	E-value_2(TMP)	locus_tag(MCP)	protein_id(MCP)	E-value_1(MCP)	E-value_2(MCP)	locus_tag(ParA)	protein_id(ParA)	E-value_1(ParA)	E-value_2(ParA)	locus_tag(ParM)	protein_id(ParM)	E-value_1(ParM)	E-value_2(ParM)	locus_tag(XerC)	protein_id(XerC)	E-value_1(XerC)	E-value_2(XerC)
CP020938.1	-	-	-	-	-	-	-	-	B2J90_29400	ARO21511.1	0.00095	0.0016	-	-	-	-	-	-	-	-	-	-	-	-
CP020938.1	B2J90_29375	ARO21507.1	1.8e-09	1.1e-06	B2J90_28680	ARO21394.1	5.6e-05	7.1e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP020938.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP020938.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP020938.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP020938.1	-	-	-	-	-	-	-	-	B2J90_29400	ARO21511.1	8.2e-05	0.00014	-	-	-	-	-	-	-	-	-	-	-	-
CP020938.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP020938.1	-	-	-	-	B2J90_29200	ARO21473.1	5.8e-05	6.9e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP020938.1	-	-	-	-	B2J90_28680	ARO21394.1	8.1e-05	8.5e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP020938.1	B2J90_29375	ARO21507.1	2.9e-08	6.1e-07	B2J90_29200	ARO21473.1	6.1e-05	7.4e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP020938.1	B2J90_29375	ARO21507.1	7.5e-10	7.9e-07	B2J90_29100	ARO21455.1	0.00056	0.0006	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP020938.1	-	-	-	-	-	-	-	-	B2J90_29400	ARO21511.1	7.8e-06	3.1e-05	-	-	-	-	-	-	-	-	-	-	-	-
CP020938.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP020938.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP020938.1	-	-	-	-	B2J90_29200	ARO21473.1	1.2e-05	1.3e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP020938.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP020938.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP020938.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP020938.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP020938.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP020938.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP020938.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP020938.1	-	-	-	-	B2J90_29480	ARO21526.1	1.2e-09	1.2e-09	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP020938.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP020938.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP020938.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP020938.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP014487.1	FORC21_5389	AQQ66184.1	4.3e-05	8e-05	-	-	-	-	FORC21_5395	AQQ66190.1	2e-06	2.8e-06	FORC21_5418	AQQ66213.1	0.00018	0.00028	FORC21_5418	AQQ66213.1	1.5e-08	2.2e-08	-	-	-	-
CP014487.1	FORC21_5389	AQQ66184.1	9.7e-13	4.3e-12	-	-	-	-	FORC21_5395	AQQ66190.1	1e-46	9.1e-46	-	-	-	-	FORC21_5418	AQQ66213.1	2.7e-27	3.3e-27	-	-	-	-
CP014487.1	FORC21_5388	AQQ66183.1	6e-28	6e-28	FORC21_5404	AQQ66199.1	2.9e-15	2.9e-15	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP014487.1	FORC21_5389	AQQ66184.1	0.00068	0.0033	FORC21_5404	AQQ66199.1	3e-21	3.7e-10	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP014487.1	FORC21_5389	AQQ66184.1	3.2e-05	0.0006	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP014487.1	-	-	-	-	FORC21_5404	AQQ66199.1	7e-17	3.6e-14	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP014487.1	FORC21_5389	AQQ66184.1	2.6e-148	3.1e-148	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP014487.1	FORC21_5388	AQQ66183.1	1.8e-83	4.9e-56	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP014487.1	FORC21_5389	AQQ66184.1	5.1e-27	7.8e-27	FORC21_5404	AQQ66199.1	5.3e-10	5.3e-10	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP014487.1	FORC21_5389	AQQ66184.1	0.00022	0.00063	FORC21_5404	AQQ66199.1	1.7e-06	1.7e-06	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP014487.1	FORC21_5389	AQQ66184.1	3.7e-08	0.00041	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP014487.1	FORC21_5389	AQQ66184.1	7e-30	1.1e-29	FORC21_5404	AQQ66199.1	1.5e-18	1.5e-18	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP014487.1	FORC21_5389	AQQ66184.1	1.6e-34	3.3e-34	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP014487.1	FORC21_5388	AQQ66183.1	3e-37	3e-37	FORC21_5404	AQQ66199.1	1.1e-14	7.2e-12	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP014487.1	FORC21_5389	AQQ66184.1	1.8e-130	2.1e-130	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP014487.1	FORC21_5389	AQQ66184.1	1.7e-132	2.3e-132	FORC21_5404	AQQ66199.1	0.00033	0.00033	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP001178.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP001178.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009606.1	-	-	-	-	-	-	-	-	-	-	-	-	BF33_5672	AJK37518.1	2.2e-12	7.7e-05	-	-	-	-	BF33_5497	AJK37463.1	8.8e-26	1.5e-25
CP009606.1	-	-	-	-	-	-	-	-	-	-	-	-	BF33_5672	AJK37518.1	1.8e-23	6e-13	-	-	-	-	BF33_5470	AJK37339.1	4.4e-20	5.4e-20
CP009606.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	BF33_5569	AJK37407.1	4.7e-19	9.1e-19
CP009606.1	-	-	-	-	-	-	-	-	-	-	-	-	BF33_5672	AJK37518.1	4.7e-18	4e-07	-	-	-	-	-	-	-	-
CP009606.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009606.1	-	-	-	-	BF33_5586	AJK37425.1	2.9e-09	2.9e-09	-	-	-	-	BF33_5475	AJK37488.1	4.4e-21	6.6e-20	-	-	-	-	-	-	-	-
CP009606.1	-	-	-	-	BF33_5586	AJK37425.1	1.6e-12	1.6e-12	-	-	-	-	BF33_5461	AJK37581.1	8.8e-16	4e-14	-	-	-	-	-	-	-	-
CP009606.1	-	-	-	-	-	-	-	-	-	-	-	-	BF33_5477	AJK37494.1	1e-11	5.1e-11	-	-	-	-	-	-	-	-
CP009606.1	-	-	-	-	-	-	-	-	-	-	-	-	BF33_5480	AJK37415.1	6.2e-11	1.6e-09	-	-	-	-	-	-	-	-
CP009606.1	-	-	-	-	-	-	-	-	-	-	-	-	BF33_5672	AJK37518.1	5.2e-08	0.0023	-	-	-	-	-	-	-	-
CP009606.1	-	-	-	-	BF33_5642	AJK37409.1	0.00022	0.00025	-	-	-	-	BF33_5672	AJK37518.1	4.2e-26	2.1e-12	-	-	-	-	-	-	-	-
CP009606.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009606.1	-	-	-	-	BF33_5721	AJK37548.1	2.3e-20	2.3e-20	-	-	-	-	BF33_5672	AJK37518.1	5.4e-06	0.13	-	-	-	-	-	-	-	-
CP009606.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009606.1	-	-	-	-	-	-	-	-	-	-	-	-	BF33_5672	AJK37518.1	5.4e-16	5.1e-07	-	-	-	-	-	-	-	-
CP009606.1	-	-	-	-	-	-	-	-	-	-	-	-	BF33_5672	AJK37518.1	7.4e-06	0.0032	-	-	-	-	-	-	-	-
CP009606.1	-	-	-	-	-	-	-	-	-	-	-	-	BF33_5475	AJK37488.1	2.8e-12	9.9e-11	-	-	-	-	-	-	-	-
CP009606.1	-	-	-	-	-	-	-	-	-	-	-	-	BF33_5461	AJK37581.1	4.7e-09	1.8e-07	-	-	-	-	-	-	-	-
CP009606.1	-	-	-	-	-	-	-	-	-	-	-	-	BF33_5480	AJK37415.1	9.7e-05	0.0052	-	-	-	-	-	-	-	-
CP009606.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009603.1	BF33_5784	AJK31990.1	2.3e-12	9.2e-12	BF33_5797	AJK31928.1	2.9e-11	1.1e-10	BF33_5788	AJK31999.1	1.3e-54	1.6e-54	BF33_5818	AJK31939.1	1.1e-21	1.8e-21	-	-	-	-	-	-	-	-
CP009603.1	BF33_5783	AJK31955.1	8.2e-15	1.3e-08	-	-	-	-	-	-	-	-	BF33_5818	AJK31939.1	2.9e-41	3.4e-41	-	-	-	-	-	-	-	-
CP009603.1	BF33_5784	AJK31990.1	2.3e-07	0.0003	BF33_5797	AJK31928.1	2.5e-26	2.7e-23	-	-	-	-	BF33_5818	AJK31939.1	1.3e-19	1.7e-11	-	-	-	-	-	-	-	-
CP009603.1	-	-	-	-	BF33_5797	AJK31928.1	1.2e-33	3.6e-33	-	-	-	-	BF33_5818	AJK31939.1	8e-17	2.4e-16	-	-	-	-	-	-	-	-
CP009603.1	BF33_5784	AJK31990.1	4.5e-61	5.3e-61	BF33_5797	AJK31928.1	1.8e-21	7.5e-16	-	-	-	-	BF33_5818	AJK31939.1	4e-45	4.6e-45	-	-	-	-	-	-	-	-
CP009603.1	BF33_5785	AJK31989.1	0.0002	0.00089	BF33_5797	AJK31928.1	1.8e-08	1.8e-08	-	-	-	-	BF33_5818	AJK31939.1	1.8e-13	2.5e-13	-	-	-	-	-	-	-	-
CP009603.1	BF33_5797	AJK31928.1	4.3e-13	3.2e-12	BF33_5797	AJK31928.1	5.1e-14	1.8e-10	-	-	-	-	BF33_5818	AJK31939.1	2.8e-13	3.2e-13	-	-	-	-	-	-	-	-
CP009603.1	BF33_5785	AJK31989.1	5e-106	6.4e-106	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009603.1	BF33_5783	AJK31955.1	4.4e-56	1.7e-54	BF33_5797	AJK31928.1	1.2e-15	1.8e-11	-	-	-	-	BF33_5818	AJK31939.1	1.2e-22	3.4e-22	-	-	-	-	-	-	-	-
CP009603.1	BF33_5784	AJK31990.1	5e-34	6.5e-34	BF33_5797	AJK31928.1	1.9e-30	7.2e-29	-	-	-	-	BF33_5818	AJK31939.1	2.2e-22	2.9e-22	-	-	-	-	-	-	-	-
CP009603.1	BF33_5797	AJK31928.1	1.4e-22	1.4e-22	BF33_5797	AJK31928.1	1.4e-09	2.8e-08	-	-	-	-	BF33_5818	AJK31939.1	9.6e-09	5.1e-08	-	-	-	-	-	-	-	-
CP009603.1	BF33_5787	AJK31968.1	1.1e-122	1.2e-122	BF33_5797	AJK31928.1	1.5e-05	1.5e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009603.1	BF33_5784	AJK31990.1	0.00014	0.049	BF33_5797	AJK31928.1	1.2e-14	1.2e-13	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009603.1	BF33_5784	AJK31990.1	1.1e-70	1.6e-70	BF33_5797	AJK31928.1	7.2e-16	7.9e-12	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009603.1	BF33_5784	AJK31990.1	6.9e-36	1e-35	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009603.1	BF33_5783	AJK31955.1	6.8e-17	4e-16	BF33_5797	AJK31928.1	1.5e-16	5.6e-15	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009603.1	BF33_5797	AJK31928.1	2.5e-27	2.5e-27	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009603.1	BF33_5784	AJK31990.1	1.5e-140	2e-140	BF33_5797	AJK31928.1	4.1e-35	4.1e-35	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009603.1	BF33_5784	AJK31990.1	4.7e-17	6.8e-17	BF33_5797	AJK31928.1	6.9e-45	1.1e-42	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009603.1	BF33_5784	AJK31990.1	2.8e-10	8.4e-10	BF33_5797	AJK31928.1	2.8e-31	2.8e-31	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009603.1	-	-	-	-	BF33_5797	AJK31928.1	4.8e-22	1e-16	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009603.1	-	-	-	-	BF33_5797	AJK31928.1	3.6e-08	0.00013	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009603.1	-	-	-	-	BF33_5797	AJK31928.1	1.9e-06	1.9e-06	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009603.1	-	-	-	-	BF33_5797	AJK31928.1	3.9e-18	2.4e-13	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009603.1	-	-	-	-	BF33_5797	AJK31928.1	3e-18	7.8e-18	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009603.1	-	-	-	-	BF33_5797	AJK31928.1	1.2e-16	4e-10	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009603.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009603.1	-	-	-	-	BF33_5797	AJK31928.1	9.1e-23	9.1e-23	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009603.1	-	-	-	-	BF33_5797	AJK31928.1	0.00056	0.00056	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009603.1	-	-	-	-	BF33_5797	AJK31928.1	1.2e-21	1.2e-21	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009603.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009603.1	-	-	-	-	BF33_5797	AJK31928.1	9.9e-09	0.00056	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009603.1	-	-	-	-	BF33_5797	AJK31928.1	1.3e-28	1.5e-27	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009603.1	-	-	-	-	BF33_5797	AJK31928.1	2.7e-14	2.7e-14	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009603.1	-	-	-	-	BF33_5797	AJK31928.1	2.2e-14	7.1e-14	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009603.1	-	-	-	-	BF33_5797	AJK31928.1	6.9e-25	6.9e-25	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009603.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009603.1	-	-	-	-	BF33_5797	AJK31928.1	3.5e-37	3.5e-37	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009603.1	-	-	-	-	BF33_5797	AJK31928.1	4.7e-05	4.7e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009603.1	-	-	-	-	BF33_5797	AJK31928.1	4.7e-21	4.7e-21	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009603.1	-	-	-	-	BF33_5797	AJK31928.1	7.1e-18	4.6e-08	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009603.1	-	-	-	-	BF33_5797	AJK31928.1	2.3e-35	1.3e-34	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009603.1	-	-	-	-	BF33_5797	AJK31928.1	1.1e-13	3e-10	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009603.1	-	-	-	-	BF33_5797	AJK31928.1	8.9e-15	4e-13	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009603.1	-	-	-	-	BF33_5797	AJK31928.1	1.7e-16	1.8e-15	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009603.1	-	-	-	-	BF33_5797	AJK31928.1	1.7e-08	1.7e-08	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009967.1	-	-	-	-	-	-	-	-	-	-	-	-	BF28_5727	AJI26037.1	3.4e-16	7.6e-15	-	-	-	-	BF28_5777	AJI25951.1	9.7e-40	2.2e-39
CP009967.1	-	-	-	-	-	-	-	-	-	-	-	-	BF28_5722	AJI26016.1	1e-11	5.1e-11	-	-	-	-	BF28_5759	AJI26159.1	1.3e-37	1.7e-37
CP009967.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	BF28_5740	AJI26336.1	3.3e-24	4.7e-24
CP009967.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	BF28_5627	AJI26134.1	1.8e-09	2.2e-09
CP009967.1	-	-	-	-	-	-	-	-	-	-	-	-	BF28_5727	AJI26037.1	3.1e-07	2.2e-05	-	-	-	-	BF28_5860	AJI26207.1	2.5e-09	2.9e-09
CP009967.1	-	-	-	-	BF28_5555	AJI26403.1	4.5e-09	4.5e-09	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009967.1	-	-	-	-	BF28_5555	AJI26403.1	3e-12	3e-12	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009967.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009967.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009967.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009967.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009967.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009967.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009967.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009967.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009967.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009967.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009967.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009967.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009967.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009967.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009966.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	BF28_5969	AJI25911.1	1.2e-09	1.4e-09
CP009966.1	-	-	-	-	-	-	-	-	-	-	-	-	BF28_5950	AJI25904.1	1.5e-16	2.1e-16	-	-	-	-	-	-	-	-
CP009966.1	-	-	-	-	-	-	-	-	-	-	-	-	BF28_5950	AJI25904.1	4.4e-35	5.6e-35	-	-	-	-	-	-	-	-
CP009966.1	-	-	-	-	-	-	-	-	-	-	-	-	BF28_5950	AJI25904.1	3.4e-17	3.6e-08	-	-	-	-	-	-	-	-
CP009966.1	-	-	-	-	-	-	-	-	-	-	-	-	BF28_5992	AJI25914.1	1.1e-19	3.8e-18	-	-	-	-	-	-	-	-
CP009966.1	-	-	-	-	-	-	-	-	-	-	-	-	BF28_6002	AJI25916.1	1.1e-11	1.9e-11	-	-	-	-	-	-	-	-
CP009966.1	-	-	-	-	-	-	-	-	-	-	-	-	BF28_5950	AJI25904.1	1.3e-17	1.7e-17	-	-	-	-	-	-	-	-
CP009966.1	-	-	-	-	-	-	-	-	-	-	-	-	BF28_5950	AJI25904.1	1.7e-39	2e-39	-	-	-	-	-	-	-	-
CP009966.1	-	-	-	-	-	-	-	-	-	-	-	-	BF28_5950	AJI25904.1	3.7e-13	4.3e-13	-	-	-	-	-	-	-	-
CP009966.1	-	-	-	-	-	-	-	-	-	-	-	-	BF28_5950	AJI25904.1	3.3e-11	4.6e-11	-	-	-	-	-	-	-	-
CP009966.1	-	-	-	-	-	-	-	-	-	-	-	-	BF28_5950	AJI25904.1	0.00048	0.00093	-	-	-	-	-	-	-	-
CP009966.1	-	-	-	-	-	-	-	-	-	-	-	-	BF28_5950	AJI25904.1	7.7e-16	2.4e-15	-	-	-	-	-	-	-	-
CP009966.1	-	-	-	-	-	-	-	-	-	-	-	-	BF28_5950	AJI25904.1	3.7e-18	4.8e-18	-	-	-	-	-	-	-	-
CP009966.1	-	-	-	-	-	-	-	-	-	-	-	-	BF28_5950	AJI25904.1	1.2e-09	2.1e-05	-	-	-	-	-	-	-	-
CP009966.1	-	-	-	-	-	-	-	-	-	-	-	-	BF28_5992	AJI25914.1	3.2e-10	2.3e-08	-	-	-	-	-	-	-	-
CP009966.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009640.1	-	-	-	-	-	-	-	-	-	-	-	-	AK40_6076	AJI09099.1	1.6e-20	5e-20	-	-	-	-	AK40_6048	AJI09056.1	1.7e-12	2.4e-12
CP009640.1	-	-	-	-	AK40_6118	AJI09040.1	0.00025	0.00035	-	-	-	-	AK40_6076	AJI09099.1	2.7e-36	3.1e-35	-	-	-	-	-	-	-	-
CP009640.1	-	-	-	-	-	-	-	-	-	-	-	-	AK40_6076	AJI09099.1	2.2e-18	2.9e-10	-	-	-	-	-	-	-	-
CP009640.1	-	-	-	-	AK40_6118	AJI09040.1	3.8e-13	3.8e-13	-	-	-	-	AK40_6050	AJI09116.1	5.6e-14	8.2e-14	-	-	-	-	-	-	-	-
CP009640.1	-	-	-	-	AK40_6118	AJI09040.1	1.3e-14	2.4e-14	-	-	-	-	AK40_6076	AJI09099.1	1.3e-16	3.4e-08	-	-	-	-	-	-	-	-
CP009640.1	-	-	-	-	AK40_6118	AJI09040.1	7.6e-06	8.9e-06	-	-	-	-	AK40_6076	AJI09099.1	1.4e-39	3.7e-38	-	-	-	-	-	-	-	-
CP009640.1	-	-	-	-	-	-	-	-	-	-	-	-	AK40_6076	AJI09099.1	8.2e-09	1.2e-08	-	-	-	-	-	-	-	-
CP009640.1	-	-	-	-	-	-	-	-	-	-	-	-	AK40_6076	AJI09099.1	9.5e-16	1.3e-15	-	-	-	-	-	-	-	-
CP009640.1	-	-	-	-	-	-	-	-	-	-	-	-	AK40_6076	AJI09099.1	5.7e-23	1e-12	-	-	-	-	-	-	-	-
CP009640.1	-	-	-	-	-	-	-	-	-	-	-	-	AK40_6076	AJI09099.1	2.7e-19	5.9e-19	-	-	-	-	-	-	-	-
CP009640.1	-	-	-	-	-	-	-	-	-	-	-	-	AK40_6076	AJI09099.1	7.5e-10	5.3e-09	-	-	-	-	-	-	-	-
CP009640.1	-	-	-	-	-	-	-	-	-	-	-	-	AK40_6050	AJI09116.1	9.5e-06	5.9e-05	-	-	-	-	-	-	-	-
CP009638.1	AK40_6152	AJI08680.1	3.3e-13	1.4e-12	AK40_6230	AJI08640.1	2e-12	1.7e-10	-	-	-	-	AK40_6205	AJI08654.1	3.1e-22	3.5e-22	-	-	-	-	AK40_6220	AJI08605.1	2.9e-26	9.5e-25
CP009638.1	AK40_6155	AJI08655.1	2.1e-12	1.1e-06	AK40_6230	AJI08640.1	5e-25	1.4e-23	AK40_6148	AJI08646.1	1.3e-128	1.4e-128	AK40_6205	AJI08654.1	6.7e-41	7.9e-41	-	-	-	-	AK40_6219	AJI08662.1	3.8e-16	8.7e-16
CP009638.1	AK40_6152	AJI08680.1	5.9e-05	0.15	AK40_6230	AJI08640.1	7.5e-29	1.4e-27	-	-	-	-	AK40_6205	AJI08654.1	1.6e-19	1.6e-11	-	-	-	-	-	-	-	-
CP009638.1	-	-	-	-	-	-	-	-	-	-	-	-	AK40_6158	AJI08668.1	8.5e-22	1.9e-20	-	-	-	-	-	-	-	-
CP009638.1	-	-	-	-	AK40_6230	AJI08640.1	2.7e-19	5.8e-16	-	-	-	-	AK40_6205	AJI08654.1	3.8e-16	1.7e-15	-	-	-	-	-	-	-	-
CP009638.1	AK40_6152	AJI08680.1	2.4e-43	2.9e-43	AK40_6230	AJI08640.1	2.5e-08	2.5e-08	-	-	-	-	AK40_6205	AJI08654.1	5.6e-45	6.4e-45	-	-	-	-	-	-	-	-
CP009638.1	AK40_6154	AJI08643.1	2.4e-06	2.7e-06	AK40_6230	AJI08640.1	1.5e-14	1.5e-14	-	-	-	-	AK40_6205	AJI08654.1	1.8e-13	2.6e-13	-	-	-	-	-	-	-	-
CP009638.1	-	-	-	-	AK40_6230	AJI08640.1	4.3e-16	1.5e-11	-	-	-	-	AK40_6205	AJI08654.1	7.1e-14	7.9e-14	-	-	-	-	-	-	-	-
CP009638.1	AK40_6230	AJI08640.1	5.1e-11	4.4e-09	AK40_6230	AJI08640.1	2.7e-29	1.8e-27	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009638.1	AK40_6151	AJI08608.1	5.6e-104	7.2e-104	AK40_6230	AJI08640.1	9.3e-07	9.6e-05	-	-	-	-	AK40_6205	AJI08654.1	3.3e-22	1.3e-21	-	-	-	-	-	-	-	-
CP009638.1	AK40_6155	AJI08655.1	3.7e-56	1.7e-53	AK40_6230	AJI08640.1	6.7e-05	0.0051	-	-	-	-	AK40_6205	AJI08654.1	1.8e-22	2.5e-22	-	-	-	-	-	-	-	-
